Code;Designation;Famille produits ;Qte cdee;Qte vendue ;Prix TTC 
733766;DESOD.MAGNOLIA 300ML   LM;ENTRETIEN                                                             ;10;9;3,33
733782;DIFF.ELECT.X-PRESS A.WICK;ENTRETIEN                                                             ;6;4;1,6
733808;VAPO.TOUCH & FRESH MARINE;ENTRETIEN                                                             ;6;0;1,04
733824;RECH.TOUCH & FRESH MUGUET;ENTRETIEN                                                             ;12;4;2,3
733840;DIFFU.FRESH'MATIC .A.WK  ;ENTRETIEN                                                             ;4;3;3,02
733865;RECH.DIFFUSEUR AS.AIRWICK;ENTRETIEN                                                             ;6;5;1,4
733907;BRISE BOUGIE VANIL.RI0E60;ENTRETIEN                                                             ;12;5;3,25
733923;BRISE BOUGIE LOVEYOU 0E60;ENTRETIEN                                                             ;12;9;3,25
733949;BRISE BOUGIE A-TABACRI0E6;ENTRETIEN                                                             ;12;8;3,25
734004;DESOD.100% NATUREL AS.A.W;ENTRETIEN                                                             ;6;2;1,9
734046;DESODO.PARFUMANT AIR WICK;ENTRETIEN                                                             ;6;4;2,1
734145;FRESHMATIC RECH.AST. A.WK;ENTRETIEN                                                             ;6;1;1,6
734160;FRESHMATIC COMP.RECH. A.W;ENTRETIEN                                                             ;6;1;2,3
734202;CANARD BLOC CUVETTE COLOR;ENTRETIEN                                                             ;12;10;1,8
734228;LOT 2 STICK UP   AIR.WICK;ENTRETIEN                                                             ;24;0;4,8
734301;CRYSTAL AIR FRAMBOISE A.W;ENTRETIEN                                                             ;6;0;3,7
734343;BOUGIE MULTICOL.CANEL.A.W;ENTRETIEN                                                             ;6;4;2,73
734400;BOITIER HUIL.PARFUM.BRISE;ENTRETIEN                                                             ;6;4;2,44
734426;3 RECH.HUIL.PARFUME BRISE;ENTRETIEN                                                             ;6;4;1,68
734566;DIFFUS.VANIL.SENSE&SPRAY ;ENTRETIEN                                                             ;4;1;1,38
734582;RECH.VANIL.SENSE & SPRAY ;ENTRETIEN                                                             ;8;0;1,87
734624;L.3 AEROBLOC CHAPELET    ;ENTRETIEN                                                             ;33;18;4,29
734640;DIFFUSEUR LIQUID.ANTIMITE;ENTRETIEN                                                             ;12;7;2,5
734707;COCO FRIGO ABSORB.ODEUR C;ENTRETIEN                                                             ;24;5;3,42
734723;DESODOR.POUBELLE CROCODOR;ENTRETIEN                                                             ;8;5;1,49
734749;PARF.AMBIANCE JARD.GRENAD;ENTRETIEN                                                             ;24;7;2,5
734764;AMBIANCEUR PECHE GOYAVE S;ENTRETIEN                                                             ;12;1;3
734780;AMBIANCEUR FRAICH.OCEANE ;ENTRETIEN                                                             ;12;0;3
734905;CATCH SPIRALE ANTI MOUST.;ENTRETIEN                                                             ;20;12;3,42
734921;BARRIER.ANTI-VOLANT PYREL;ENTRETIEN                                                             ;12;10;3,74
734947;PLAQUETTES X2 PYREL      ;ENTRETIEN                                                             ;24;13;2,7
734962;ANTI-MITES ALIMENT.2PYREL;ENTRETIEN                                                             ;14;5;3,2
734988;DIF.ELECT.ECOSPHERE PYREL;ENTRETIEN                                                             ;12;7;5
735001;RECHARG.ECOSPHERE PYREL  ;ENTRETIEN                                                             ;12;0;1,45
735068;BOMB.INSECT.VOLANTS 400 *;ENTRETIEN                                                             ;12;10;4,91
735084;BOMB.INSECT.RAMPANT 400 *;ENTRETIEN                                                             ;12;4;4,47
735100;AEROSOL GUEPE&FRELON RAID;ENTRETIEN                                                             ;12;0;4,27
735167;DIFFUSEUR LIQ.45NUIT RAID;ENTRETIEN                                                             ;12;2;1,09
735183;RECH.DIF.LIQ.45 NUIT RAID;ENTRETIEN                                                             ;24;21;5
735209;BBE INSECTES VOLANTS.RAID;ENTRETIEN                                                             ;12;3;5,5
735225;L.4 STICK.VITR.MOUCH.RAID;ENTRETIEN                                                             ;24;18;1,08
735282;2 PIEGES ANTI FOURMI RAID;ENTRETIEN                                                             ;12;6;2,5
735324;BOITE 250G SOURICIDE ALGO;ENTRETIEN                                                             ;12;6;4,4
735340;BTE 700G SUP.RATICID ALGO;ENTRETIEN                                                             ;12;8;10,5
735381;PLAQ.ANT.MITES LAVAN.RAID;ENTRETIEN                                                             ;24;21;2,75
735423;PL.RAID ANTI-MITES 4 SAIS;ENTRETIEN                                                             ;12;6;4,5
735449;PL.RAID ANTI-MITES AUT/HI;ENTRETIEN                                                             ;12;1;4,5
735480;DIFFUS.10JOURS&NUITS RAID;ENTRETIEN                                                             ;12;6;1,5
735506;1 RECH.10JOURS&NUIT  RAID;ENTRETIEN                                                             ;12;1;1,5
735522;BBE FOURMIS/CAFARDS  RAID;ENTRETIEN                                                             ;12;7;5,5
735563;6 PIEGE ANTICAFARD BAYGON;ENTRETIEN                                                             ;12;10;1,2
735605;B.400 BAYGON BLEU  VOLANT;ENTRETIEN                                                             ;12;5;5,04
735621;B.400 BAYGON VERT RAMPANT;ENTRETIEN                                                             ;12;6;5,04
735647;4 ATTRAPE MOUCHES  BAYGON;ENTRETIEN                                                             ;24;21;1,7
735662;B.300 BAYGON VOL.PROTECTO;ENTRETIEN                                                             ;12;2;3,83
735720;BOULES VITOMIT 275G      ;ENTRETIEN                                                             ;14;9;5,85
735761;RAID LANTERNE EXTERIEUR  ;ENTRETIEN                                                             ;4;0;1,46
735787;RAID RECHARGE LANTERNE   ;ENTRETIEN                                                             ;12;9;1,66
736504;BALAI DROIT SOIE GRISE   ;ENTRETIEN                                                             ;6;4;2
736520;BALAI FRANGE COTON       ;ENTRETIEN                                                             ;12;5;2,2
736587;BALAI COCO ZEBRE 29CM    ;ENTRETIEN                                                             ;20;7;2
736629;SEAU RECTANGULAIRE 15L   ;ENTRETIEN                                                             ;12;10;6,4
736645;ESSOREUR P/SEAU RECTANG. ;ENTRETIEN                                                             ;12;11;1,5
736660;BROSSE HABIT ADH.24 FEUIL;ENTRETIEN                                                             ;12;0;1,5
736686;L.2 RECH.24FEUIL.BROS.ADH;ENTRETIEN                                                             ;12;2;4
736702;BROSSE VAISSELLE 1/2 TETE;ENTRETIEN                                                             ;24;15;4
736769;GOUPILLON LITRE NYLON    ;ENTRETIEN                                                             ;12;9;4,5
736785;GOUPILLON BIBERON NYLON  ;ENTRETIEN                                                             ;12;6;3,06
736801;PATINS CHAUSSANTS T.ASSOR;ENTRETIEN                                                             ;30;29;1,48
736900;L.40 PAILLE FLEXIB.C94643;ENTRETIEN                                                             ;10;3;3,3
736926;OUVRE.BOITE ROBUSTE 92437;ENTRETIEN                                                             ;5;3;3
736942;OUVRE-BOITE MOLLETTE92434;ENTRETIEN                                                             ;5;1;3,6
736983;L.50 BROCHETTES BOIS92460;ENTRETIEN                                                             ;5;1;4,85
737007;COUTEAU EPLUCHEUR   92319;ENTRETIEN                                                             ;5;3;2,34
737049;SOMMELIER DECAPSUL.92202 ;ENTRETIEN                                                             ;5;4;1,74
737080;TIRE BOUCHON LEVIER 92206;ENTRETIEN                                                             ;5;0;1,55
737106;OUVRE-BOITE A PINCE 92436;ENTRETIEN                                                             ;5;3;1,54
737122;LOT 3 EPONGES PM N.2  B.F;ENTRETIEN                                                             ;13;6;4,25
737148;L.2 EPONGE VEGETALE MM LM;ENTRETIEN                                                             ;47;2;2,1
737189;L.2 EPONGES MM N.4    B.F;ENTRETIEN                                                             ;12;5;1,1
737205;EPONGE GROS TRAVAUX   B.F;ENTRETIEN                                                             ;9;6;5
737221;L.2 FLASH EPONGE  SPONTEX;ENTRETIEN                                                             ;17;7;4
737247;DUO SPIRNET INOX SPONTEX ;ENTRETIEN                                                             ;10;0;3,5
737320;TRIO EPONGE.S JUN.SPONTEX;ENTRETIEN                                                             ;14;7;1,72
737361;L.3 POP COLLECTION SPONTE;ENTRETIEN                                                             ;16;0;1,1
737387;L.2 GRATT-ACTION  SPONTEX;ENTRETIEN                                                             ;16;5;3,45
737445;DUO.MENAGE TRAD N.4 SPONT;ENTRETIEN                                                             ;12;0;2,5
737486;TRIO TIPONGE      SPONTEX;ENTRETIEN                                                             ;20;16;3,1
737502;LOT 2 GRATOUNETT SPONTEX ;ENTRETIEN                                                             ;16;11;1,72
737528;DUO SALSA GRAT.S.BAIN SPO;ENTRETIEN                                                             ;16;1;3,75
737544;L.2 EPONG.GRAT.ECONOM.SPO;ENTRETIEN                                                             ;16;4;7,5
737569;L.3 TISSUS A RECURER  B.F;ENTRETIEN                                                             ;16;7;2,5
737767;L.4 CARRE VAISSELLE   B.F;ENTRETIEN                                                             ;14;2;2,5
737825;EGOUTTOIR DECO.GM SPONTEX;ENTRETIEN                                                             ;10;7;4,1
737841;L.2 TAMPON S/EPONG.VEG.LM;ENTRETIEN                                                             ;65;14;3,5
737866;2 EPONG.GRAT.RECUR.DIF.BF;ENTRETIEN                                                             ;16;15;3,75
737882;L.2 TAMPON SUR EPONGE B.F;ENTRETIEN                                                             ;16;14;3,75
737908;L.2 BLEU ESSENTIEL SPONTE;ENTRETIEN                                                             ;16;15;3,75
737924;L.2 VERT ESSENTIEL SPONTE;ENTRETIEN                                                             ;16;0;3,75
737940;L.2 ORANGE ESSENTIEL SPON;ENTRETIEN                                                             ;16;8;3,75
737965;DUO GRATTANT SANITAIR.B.F;ENTRETIEN                                                             ;15;3;4
738062;L.2 GRAT.EPONG.STOP GRAIS;ENTRETIEN                                                             ;16;11;4
738500;ABSORBEUR D'HUMIDITE SPON;ENTRETIEN                                                             ;8;4;3,9
738526;RECH.P.ABSORBEUR HUMIDITE;ENTRETIEN                                                             ;10;4;2,3
739607;REC.20 LINGETTES SWIFFER ;ENTRETIEN                                                             ;12;0;9,5
739623;LAVETTE MICROFIBRE VITRES;ENTRETIEN                                                             ;15;5;2
739649;R.LINGET.HUMID.12 SWIFFER;ENTRETIEN                                                             ;12;0;11
739805;RACLETTE LAVE SOLS 44CM  ;ENTRETIEN                                                             ;12;3;2,7
739821;SERPILL.GAUF.ECRUE 50  LM;ENTRETIEN                                                             ;50;18;12
739847;SERPILLIERE.ECRUE 50X100*;ENTRETIEN                                                             ;25;22;6,25
739862;SERPILLIERE BLANC. 60X100;ENTRETIEN                                                             ;25;24;8
739888;SERPIL.MICROFIBRE 45X60  ;ENTRETIEN                                                             ;15;14;2,3
739904;SERPIL.BOUCLET.COUL.50X60;ENTRETIEN                                                             ;15;6;2,3
739920;L.2SERPILLIERE NON/TISSEE;ENTRETIEN                                                             ;25;24;3,8
739946;L.2 LAVETTE FANTAISIE 35X;ENTRETIEN                                                             ;15;9;1,5
739961;LAVETTE MICROFIBRE MENAGE;ENTRETIEN                                                             ;15;8;2
739987;L.2 CHAMOISINES MENAGERE ;ENTRETIEN                                                             ;15;14;1,1
740068;RACLETTE LAVE-VITRES 20CM;ENTRETIEN                                                             ;12;9;3,5
740100;BALAI COCO DROIT 28CM    ;ENTRETIEN                                                             ;20;4;4,5
740126;BALAI DROIT STD COULEURS ;ENTRETIEN                                                             ;20;4;4,8
740183;BROSSE A LAVER CHIENDENT ;ENTRETIEN                                                             ;10;9;4,5
740209;BALAYETTE COCO MANCH.COUR;ENTRETIEN                                                             ;12;7;4
740324;PELLE-BALAYETTE BLEU/JAUN;ENTRETIEN                                                             ;12;10;2,6
740365;BB.NOURRISANT BOIS OCEDAR;ENTRETIEN                                                             ;12;4;3,9
740407;BB.DEPOUS.BOIS 300 OCEDAR;ENTRETIEN                                                             ;12;3;4,2
740506;PLUMEAU SWIFFER+5RECHARG.;ENTRETIEN                                                             ;9;7;1,7
740522;10 RECHARG.PLUMEAU SWIFER;ENTRETIEN                                                             ;6;5;1,2
740704;MANCHE METALLIQUE 1,20M  ;ENTRETIEN                                                             ;10;4;1,3
741082;FROTTOIR VYNILE FIBRES   ;ENTRETIEN                                                             ;12;7;3
741165;MANCHE BOIS FILETE 1M20  ;ENTRETIEN                                                             ;10;6;5
741264;BROSSE A LAVER VINYL     ;ENTRETIEN                                                             ;20;15;4
741363;BALAYETTE BOULE W.C.     ;ENTRETIEN                                                             ;12;3;2,6
741389;ENSEMBLE NETTOYANT W.C.  ;ENTRETIEN                                                             ;12;0;1,9
742106;L3 TAMPON RECURER SPONTEX;ENTRETIEN                                                             ;24;0;4
742643;B12 TAMPON SAVON JEX BLEU;ENTRETIEN                                                             ;10;9;2,1
743120;L.3 GRATTE EPONGE SPONTEX;ENTRETIEN                                                             ;16;4;17,6
743526;RECHARGE TIR-ESSUIE 3M   ;ENTRETIEN                                                             ;12;6;3,5
744003;L1.ES.TT SUPER COMPACT   ;ENTRETIEN                                                             ;15;5;4,5
744029;L.3ES.TT FIB.BAMBOU LOTUS;ENTRETIEN                                                             ;16;5;4,97
744045;L.2 ESSUIE TT COMPACT  LM;ENTRETIEN                                                             ;20;13;8,4
744060;L.2 MAXI ESS.TOUT BL.OKAY;ENTRETIEN                                                             ;15;8;3,6
744342;L.3 ESS.TOUT DECORE  OKAY;ENTRETIEN                                                             ;16;10;3,6
744383;L.2ES.TT BLANC COMPACT BF;ENTRETIEN                                                             ;15;0;6,77
744425;L.3 ESSUIE TOUT DECOR.B.F;ENTRETIEN                                                             ;16;0;6,33
744441;L 4 ESSUIE-TOUT BLANC B.F;ENTRETIEN                                                             ;12;8;6,33
744920;L.4 RLX ESSUIE TOUT WINNY;ENTRETIEN                                                             ;8;5;3,44
744946;L.4 ESSUIE TT DECORE   LM;ENTRETIEN                                                             ;8;0;6,33
881003;BRISE H.PARF.ITALIAN.B-1E;ENTRETIEN                                                             ;15;2;1,7
881029;BRISE H.PARFUM.ZEN BRI-1E;ENTRETIEN                                                             ;15;3;1,7
881300;L.2 WC NET ENERGY GEL DET;ENTRETIEN                                                             ;6;4;10,9
881326;L.2 WC NET ENERGY GEL JAV;ENTRETIEN                                                             ;6;1;10,9
886242;PLIZ CLASSIC 250ML P.S.  ;ENTRETIEN                                                             ;12;9;3,94
886267;FEE DU LOGIS 250ML P.S.  ;ENTRETIEN                                                             ;12;1;3,94
892000;DECAPFOUR CONFORT 500+20%;ENTRETIEN                                                             ;12;5;9,11
894881;LOT 3 + 1 TIPONGE GRATUIT;ENTRETIEN                                                             ;30;20;5,2
905968;L.2 DOMESTOS GEL JAVEL LT;ENTRETIEN                                                             ;6;2;14,17
907063;4 RLX ES.TT.DECOR.PC OKAY;ENTRETIEN                                                             ;12;1;5
907600;2 BLOC OCEAN WC NET ENERG;ENTRETIEN                                                             ;6;0;1,25
928622;L.3+1 EPONGE TRAD.N.2 SPO;ENTRETIEN                                                             ;22;13;1,2
928705;L.3 EPONGES TRAD.N4 PS  .;ENTRETIEN                                                             ;22;15;1,2
928747;L.3 + 1 GRATTE EPONGE GT ;ENTRETIEN                                                             ;30;0;2,8
932640;LOT 2+1 GRATOUNETT       ;ENTRETIEN                                                             ;30;14;4
936526;ZIP ECONOMIQUE 32+8 CUBES;ENTRETIEN                                                             ;24;3;10,13
936724;L.2+1 GRATTE EPONGE SPONT;ENTRETIEN                                                             ;30;12;2,95
947648;FEBREZE FLEUR NAISSANTEOS;ENTRETIEN                                                             ;6;1;2,8
957704;ENS.LAVE SOL DT FRANGE GT;ENTRETIEN                                                             ;10;2;24,26
963280;DECAPFOUR EXPRESS 500+20%;ENTRETIEN                                                             ;12;2;7,8
965020;PLIZ PIST.MULTISURF.PS   ;ENTRETIEN                                                             ;12;1;5,36
986646;L.2+1 BRISE GEL LG.DUR.MU;ENTRETIEN                                                             ;12;9;6,37
986786;L.6 RLX ESS.TT DECO.OS OK;ENTRETIEN                                                             ;4;3;2,4
986927;BRISE BOUGIE S/FLAM+BOITI;ENTRETIEN                                                             ;12;3;5,6
987164;TRIO S JUNIOR 3+1 SPONTEX;ENTRETIEN                                                             ;26;7;2,8
988824;BRISE BOUGIE GRENADE RI1E;ENTRETIEN                                                             ;12;10;5,38
988865;BRISE SENSE&SPRAY LAV.RI2;ENTRETIEN                                                             ;12;8;3,83
988881;BOUGIE POM/CAN.BRI0E6BRIS;ENTRETIEN                                                             ;12;1;3,25
988964;L.3+1 HARPIC GEL JAVEL750;ENTRETIEN                                                             ;3;2;10,29
988980;BOUGIE S/FLAM.VAN.-3EBRIS;ENTRETIEN                                                             ;12;5;5,6
989004;RECH.BOUGIE S/FLAM.BRISE ;ENTRETIEN                                                             ;6;0;5,6
990200;L.2BOUGIE ANTI-TABAC BRIS;ENTRETIEN                                                             ;6;5;3,25
990226;L.2 BOUGIE CHALET   BRISE;ENTRETIEN                                                             ;6;2;3,25
990242;L.2 BOUGIE CHALEUR  BRISE;ENTRETIEN                                                             ;6;2;3,25
990267;L.2 BOUGIE ILOVEYOU BRISE;ENTRETIEN                                                             ;6;1;3,25
990283;L.2 BOUGIE POM/CANEL.BRIS;ENTRETIEN                                                             ;6;1;3,25
990309;L.2 BOUGIE VANILLE  BRISE;ENTRETIEN                                                             ;6;2;3,25
809103;PINCE A EPILER MORS BIAIS;PHARMACIE                               ;10;7;4,68
809129;COUPE ONGLES MANUCURE    ;PHARMACIE                               ;10;1;4,68
809145;BLISTER LIMES ONGLES PM  ;PHARMACIE                               ;10;0;4,68
809160;BROSSE A ONGLES DBLE FACE;PHARMACIE                               ;5;4;4,68
809186;PIERRE PONCE DOLCE LINEA ;PHARMACIE                               ;5;2;4,68
809202;BLAIREAU SOIE DOLCE LINEA;PHARMACIE                               ;5;1;4,68
809228;MIROIR RECTANGULAIR.DOLCE;PHARMACIE                               ;5;1;4,68
809244;ELASTIQUES MOUSSE NOIR   ;PHARMACIE                               ;5;1;4,68
809566;BROSSE BRUSHING SQUELETTE;PHARMACIE                               ;5;0;4,68
809582;BROSSE PNEUMATIQUE F.SAC ;PHARMACIE                               ;5;3;4,68
809665;PEIGNE POCHE ANTISTATIQUE;PHARMACIE                               ;10;9;4,68
809681;PEIGNE COIFFEUR ANTISTAT.;PHARMACIE                               ;10;8;4,68
832303;GEL RASER P.SENS.  SERIES;PHARMACIE                               ;6;3;1,2
844704;TENA CULOT.NORM.MEDIUM 12;PHARMACIE                               ;4;0;2,84
844761;TENA SERVIET.MEN NIVEAU 2;PHARMACIE                               ;6;2;1,9
844902;P.SLIP NANA SI DISCRET 32;PHARMACIE                               ;12;1;3,48
844928;P.SLIP NANA SHORTY 20    ;PHARMACIE                               ;12;9;2,88
845008;NANA SERV.MAXI NORMAL 18 ;PHARMACIE                               ;16;12;2,85
845040;S.14 ALWAYS ULTRA FITS NL;PHARMACIE                               ;10;4;3,81
845065;S.12 ALWAYS ULT.FITS NL+ ;PHARMACIE                               ;10;8;3,66
845081;S.14 ALWAYS ULTRA LONG   ;PHARMACIE                               ;12;5;1,24
845149;S.12 ALWAYS MAXI NUIT    ;PHARMACIE                               ;12;8;3,1
845164;SERV.NANA ULTRA NORMAL 16;PHARMACIE                               ;16;14;1,84
845180;SERV.NANA ULTRA NIGHT+ 10;PHARMACIE                               ;12;10;1,42
845206;S.16 S.ALWAYS NORM.ULTRA ;PHARMACIE                               ;24;14;2,76
845222;S.14 S.ALWAYS ULTRA NL + ;PHARMACIE                               ;24;22;2,77
845248;S.12S.ALWAYS ULTRA LONG+ ;PHARMACIE                               ;12;4;2,7
845263;S.10 S.ALWAYS ULTRA NUIT ;PHARMACIE                               ;16;9;1,94
845289;SER.NANA ULTRA NORMAL+ 14;PHARMACIE                               ;16;11;1,73
845305;SERV.NANA ULTRA LONG X14 ;PHARMACIE                               ;16;2;1,42
845586;S.12 VANIA MAXI.NUIT     ;PHARMACIE                               ;15;10;4,5
845602;S.16 VANIA MAXI SUPER    ;PHARMACIE                               ;16;13;3,9
845644;S.30 SERV.HYG.ADHES.WINNY;PHARMACIE                               ;17;3;4,25
845669;S.16 EXTRAF.NORMAL  VANIA;PHARMACIE                               ;12;7;1,5
845685;S.10 SERV.MAXI NUIT WINNY;PHARMACIE                               ;24;3;3,24
845701;S.30 PROT.SLIP VANIA POCK;PHARMACIE                               ;24;7;2,6
845727;S.30P.SLIP KOTYDIA PLAT  ;PHARMACIE                               ;10;6;1,28
845768;S.14 EXTRAF.NORMAL+ VANIA;PHARMACIE                               ;12;8;1,49
845784;S.12 EXTRAF.SUPER + VANIA;PHARMACIE                               ;12;6;1,4
845800;S.18 VANIA MAXI NORMALE  ;PHARMACIE                               ;16;7;3,4
845826;S.16 SERV.ULTRA NL+ WINNY;PHARMACIE                               ;24;17;2,1
845867;S.30 PROT.SLIP DROIT   LM;PHARMACIE                               ;12;6;1,18
845883;S.30 PROT.SLIP PLIE    LM;PHARMACIE                               ;24;12;2,6
845909;S.28 PR.SLIP LARG.PLAT LM;PHARMACIE                               ;24;17;2,79
845941;E.28 PROT.SLIP LARG.PLTBF;PHARMACIE                               ;12;4;1,48
845966;S.30 PROTEG.SLIP PLIE B.F;PHARMACIE                               ;16;6;1,8
845982;P.30 PR.SLIP PLAT ALWAYS ;PHARMACIE                               ;10;1;2,25
846063;S.30 PROTEGE-SLIPS    B.F;PHARMACIE                               ;12;0;1,26
846089;B.30 P.SLIP FRESH KOTYDIA;PHARMACIE                               ;10;3;1,4
846121;TENA S.LADY MAXI 12      ;PHARMACIE                               ;6;4;3,66
846147;S.18 SERV.ANAT.NORMAL B.F;PHARMACIE                               ;12;1;3,3
846188;TENA S.ULTRA MINI LADY 28;PHARMACIE                               ;10;3;1,91
846204;S.20 SERV.LADY MINI  TENA;PHARMACIE                               ;10;4;1,97
846220;S.12 SERV.LADY NORML TENA;PHARMACIE                               ;12;3;1,99
846246;S.10 SERVIETTE EXTRA TENA;PHARMACIE                               ;12;7;3,37
846261;S.16 LADY EXTRA PLUS TENA;PHARMACIE                               ;6;2;4,01
846303;S.14 SERV.ULT.NL.AILE.B.F;PHARMACIE                               ;16;12;1,82
846329;S.12 SERV.U/M.SUP.AIL.B.F;PHARMACIE                               ;16;8;1,92
846345;S.10 SERVI.MAXI NUIT  B.F;PHARMACIE                               ;12;9;2,05
846360;S.12 SERV.INCONTI.MED.B.F;PHARMACIE                               ;12;5;2,76
846386;S.10 SERV.INCONT.LEGER.BF;PHARMACIE                               ;12;8;3,25
846428;S.30 PROT.STRING PLAT B.F;PHARMACIE                               ;12;10;1,2
846444;B.30 P.SLIP FLEXIFRESH   ;PHARMACIE                               ;10;7;1,02
846501;B.32 TAMPON NETT NORMAL  ;PHARMACIE                               ;24;11;2,7
846527;B.32 TAMPON NETT SUPER   ;PHARMACIE                               ;24;9;3,5
846600;TAMPAX COMPAK REG X20  B1;PHARMACIE                               ;12;8;1,32
846626;TAMPAX COMPAK SUPER 20 B1;PHARMACIE                               ;12;2;1,68
846709;TAMPON APPLICAT.NL 20 B.F;PHARMACIE                               ;10;5;1,32
846725;TAMPON APLLIC.SUPER 20 BF;PHARMACIE                               ;12;4;1,92
846808;24 MINI TAMP.NETT DIGITAU;PHARMACIE                               ;24;19;1,45
846824;24 NETT NORMAL DIGITAUX  ;PHARMACIE                               ;24;5;1,89
846840;TAMPAX REGULIER 20     B1;PHARMACIE                               ;12;6;1,58
846865;TAMPAX CLASSIQUE SUPER 20;PHARMACIE                               ;12;8;2,12
846907;TAMPAX APPL.SUPER+X20  B1;PHARMACIE                               ;12;2;1,61
846964;TAMPAX MINI 20 APPLIC.BIO;PHARMACIE                               ;12;4;1,02
847004;S.100 BOULES DEMAQUIL.BOC;PHARMACIE                               ;60;53;4,29
847046;COTON PREDEC.ZIP 100G B.F;PHARMACIE                               ;12;8;1,5
847103;P.50 CARRE DOUCEUR    B.F;PHARMACIE                               ;12;6;1,15
847129;MAXI CARRE DOUCEUR 60 B.F;PHARMACIE                               ;16;10;2,5
847160;SAC 70 DISQUES DEMAQU.B.F;PHARMACIE                               ;12;11;3,65
847186;S.40 MAXI OVALE DEMAQ.B.F;PHARMACIE                               ;12;1;3,75
847202;S.25 LING.DEMAQ.P.SEC.NIV;PHARMACIE                               ;6;4;1,37
847228;S.25 LING.DEMAQ.P.N.NIVEA;PHARMACIE                               ;6;1;1,23
847244;R.25 LINGET.DEMAQ.PN  B.F;PHARMACIE                               ;6;4;1,43
847269;R.25 LINGET.DEMAQ.P.S.B.F;PHARMACIE                               ;6;4;1,43
847285;ET.24 LINGET.OPTIQUES B.F;PHARMACIE                               ;20;1;1,78
847301;S.58 DUO+ OVALE DEMAK'UP ;PHARMACIE                               ;18;17;1,66
847343;S.67 DISQUE DEMAK'UP DUO+;PHARMACIE                               ;28;8;1,43
847384;BTES 160 BATONNETS    B.F;PHARMACIE                               ;12;3;5
847400;B.160 COTON TIGES   LOTUS;PHARMACIE                               ;30;11;2,4
847442;RECH.160 BATONNET ZIP B.F;PHARMACIE                               ;16;10;4,9
847467;BTE 56 BATONNETS BEBE B.F;PHARMACIE                               ;12;8;1,4
847483;**BTE 200 BATONNETS WINNY;PHARMACIE                               ;24;10;1,72
848606;COTON PREDECOUPE 100G  LM;PHARMACIE                               ;18;15;2,15
848622;DISQUE A DEMAQUIL.100  LM;PHARMACIE                               ;24;12;1,47
848648;200 BATONNETS OUATES   LM;PHARMACIE                               ;24;0;1,89
848705;S.200G COTON PREDEC WINNY;PHARMACIE                               ;24;20;5,5
848721;**S.100 DISQUE DEMAQ.WINY;PHARMACIE                               ;24;17;2,13
848804;LINGETTE INTIME X20 VANIA;PHARMACIE                               ;12;4;1,87
850206;POCHETTE.NET.LUNETTE24VUE;PHARMACIE                               ;24;17;4,15
850701;12 PRESERVATIF LUBRIF.INT;PHARMACIE                               ;10;6;2,43
850800;12 PRESERVATIFS SUPERSAFE;PHARMACIE                               ;12;2;3,05
850909;20 PANSEMENTS ADULT. MERC;PHARMACIE                               ;10;0;0,65
850941;30 PANS.TECHNOLOGI.ARGENT;PHARMACIE                               ;10;1;1
850966;16 PANSEMENT BAIN 3TAILLE;PHARMACIE                               ;10;1;0,65
851022;50 PANSEMENTS FAMILL.MERC;PHARMACIE                               ;10;9;1,1
851105;10.PANSEMENTS AMPOUL.MERC;PHARMACIE                               ;10;0;0,7
851121;12 PANSEMENTS CORS   MERC;PHARMACIE                               ;10;6;0,55
851147;SPARADRAP SPECIAL AMPOULE;PHARMACIE                               ;10;5;1,84
851162;BAND.A DECOUP.10 X6  MERC;PHARMACIE                               ;10;2;1,05
851204;10 COMPRESSE STERIL.20X20;PHARMACIE                               ;10;5;2,02
851220;12 LINGET ANTI SEPT MERCU;PHARMACIE                               ;10;1;3,32
851246;SPARADR.TISSU 5MX2,5 MERC;PHARMACIE                               ;10;0;2,16
851261;SPARAD.MICROPOREUX   MERC;PHARMACIE                               ;10;8;1,75
851287;3 BANDES EXTENSIBLES     ;PHARMACIE                               ;10;6;1,34
851303;SPRAY MERCUROCHROME INCOL;PHARMACIE                               ;10;7;1,35
851329;F.200ML ALCOOL 70° MERCUR;PHARMACIE                               ;10;8;1,35
851345;SOLUTION EOSINE 2% MERCUR;PHARMACIE                               ;10;4;2,13
851360;HUILE AMANDE DCE.100MERCU;PHARMACIE                               ;10;5;1,73
851386;F.200 EAU OXYGENEE MERCUR;PHARMACIE                               ;10;2;2,35
851402;SOLUT.ANTISEPTIQ.INC.MERC;PHARMACIE                               ;10;1;1,96
851428;SERUM PHYSIOLOG.30DOS.MER;PHARMACIE                               ;12;5;2,82
851444;GEL A L'ARNICA 75ML MERCU;PHARMACIE                               ;12;11;1,2
851469;T.CR.APAISANTE A.MOUSTIQ.;PHARMACIE                               ;10;6;3,66
851485;SPRAY REPULSIF A.MOUSTIQ.;PHARMACIE                               ;10;7;1,31
851501;SHAMP.ANT-POUX MARIE ROSE;PHARMACIE                               ;12;3;1,94
851568;VASELINE PURE 75ML   MERC;PHARMACIE                               ;12;10;1,02
852004;S.52 CHANGE BEBE 4/9KG LM;PHARMACIE                               ;3;1;6,5
852020;S.45 CHANGE B.B 7/18KG LM;PHARMACIE                               ;5;2;10,5
852046;S.40 CHANGE BB 12/25KG LM;PHARMACIE                               ;5;3;10,5
852103;MIDI EXTRA DRYX30 4/9 B.F;PHARMACIE                               ;6;5;5,9
